transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,revenue,product_cost,gross_profit
T001255,S06,2025-05-28,Electronics,1.0,Northstar,East,221.1,284.92,40.0,3.08,54.55,284.92,221.1,63.82000000000002
T002903,S23,2025-01-18,Apparel,2.0,Stylehub,South,25.78,54.6,50.0,6.28,189.35,109.2,51.56,57.64
T002210,S30,2025-05-03,Grocery,2.0,Freshfarm,West,7.2,11.29,58.0,4.93,149.27,22.58,14.4,8.179999999999998
T000607,S03,2025-04-11,Sports,5.0,Activepro,North,57.83,106.17,148.0,5.72,145.11,530.85,289.15,241.70000000000005
T001206,S02,2025-06-02,Beauty,2.0,Glowworks,South,17.3,36.99,51.0,2.89,69.15,73.98,34.6,39.38
T000131,S07,2025-05-24,Electronics,2.0,North-Star,North,264.52,363.16,140.0,4.34,105.02,726.32,529.04,197.2800000000001
T002409,S21,2025-02-09,Electronic,2.0,Northstar,North,243.75,304.51,158.0,5.13,114.89,609.02,487.5,121.51999999999998
T002086,S17,2025-03-13,Sports,1.0,Activepro,North,57.87,115.09,89.0,4.44,90.19,115.09,57.87,57.220000000000006
T001420,S27,2025-04-08,Home,3.0,Budgetsource,West,43.49,69.41,37.0,4.29,136.65,208.23,130.47,77.75999999999999
T000340,S15,2025-04-06,Grocery,1.0,Freshfarm,East,7.57,13.27,117.0,3.88,74.12,13.27,7.57,5.699999999999999
T000016,S21,2025-01-04,Beauty,3.0,Glowworks,North,15.48,37.43,40.0,3.65,87.49,112.28999999999999,46.44,65.85
T002598,S21,2025-06-05,Home,3.0,Budgetsource,North,49.34,100.82,11.0,5.1,127.58,302.46,148.02,154.43999999999997
T001111,S04,2025-05-09,Electronics,,Northstar,East,264.42,381.8,16.0,3.98,105.58,,,
T000503,S16,,Electronics,4.0,Northstar,South,226.32,301.03,96.0,4.3,99.59,1204.12,905.28,298.8399999999999
T002053,S06,,Beauty,2.0,Glowworks,East,20.38,43.74,53.0,4.82,141.22,87.48,40.76,46.720000000000006
T002632,S06,,Sports,5.0,Activepro,East,62.23,126.96,145.0,3.51,78.65,634.8,311.15,323.65
T000378,S24,2025-03-01,Electronics,1.0,Northstar,West,217.9,268.2,61.0,5.1,151.0,268.2,217.9,50.29999999999998
T000087,S09,2025-06-18,Apparel,1.0,Stylehub,East,30.26,56.94,142.0,4.61,118.87,56.94,30.26,26.679999999999996
T001618,S11,2025-03-07,Electronics,3.0,Northstar,South,201.81,295.19,137.0,4.67,133.56,885.5699999999999,605.4300000000001,280.1399999999999
T002689,S03,2025-01-14,Grocery,2.0,Freshfarm,North,9.15,15.04,19.0,6.12,96.35,30.08,18.3,11.779999999999998
T000736,S11,2025-03-21,Grocery,2.0,Freshfarm,South,7.33,10.66,149.0,2.04,53.02,21.32,14.66,6.66
T000497,S06,2025-04-11,Grocery,2.0,Freshfarm,East,7.09,10.29,95.0,2.24,49.06,20.58,14.18,6.399999999999999
T001493,S20,2025-01-23,Grocery,2.0,Freshfarm,South,7.71,11.82,101.0,5.07,123.86,23.64,15.42,8.22
T000945,S26,2025-03-05,Sports,2.0,Activepro,West,57.35,106.24,38.0,5.39,153.22,212.48,114.7,97.77999999999999
T000254,S03,2025-03-04,Home,1.0,Budgetsource,North,36.35,68.72,24.0,3.41,89.1,68.72,36.35,32.37
T000626,S12,2025-05-07,Grocery,5.0,Freshfarm,South,7.55,10.74,73.0,2.87,75.25,53.7,37.75,15.950000000000003
T002128,S20,2025-06-11,Electronic,7.0,Northstar,South,325.35,455.87,121.0,5.62,151.59,3191.09,2277.4500000000003,913.6399999999999
T000721,S08,2025-03-13,Electronic,1.0,Northstar,South,279.13,372.42,28.0,3.97,111.83,372.42,279.13,93.29000000000002
T001132,S30,2025-02-10,Home,1.0,Budgetsource,West,43.41,84.54,62.0,4.69,133.59,84.54,43.41,41.13000000000001
T000986,S22,2025-02-10,Home,,Budgetsource,South,39.69,62.83,70.0,4.3,125.85,,,
T002837,S12,2025-05-10,Grocery,2.0,Freshfarm,South,8.55,15.2,49.0,3.93,98.4,30.4,17.1,13.299999999999997
T000912,S28,2025-06-09,Sports,2.0,Activepro,West,57.28,105.91,,3.81,109.16,211.82,114.56,97.25999999999999
T002059,S01,2025-02-27,Beauty,,Glowworks,East,18.99,39.3,137.0,6.05,161.82,,,
T002268,S06,2025-03-25,Grocery,1.0,Freshfarm,East,7.48,12.91,107.0,4.71,88.18,12.91,7.48,5.43
T000627,S23,2025-02-16,Electronics,2.0,Northstar,South,252.18,334.63,73.0,4.49,120.96,669.26,504.36,164.89999999999998
T001673,S16,2025-02-09,Sports,2.0,Activepro,South,61.69,107.2,17.0,6.38,153.9,214.4,123.38,91.02000000000001
T001468,S22,2025-04-23,Home,5.0,Budgetsource,South,49.91,100.52,40.0,3.22,82.66,502.59999999999997,249.54999999999998,253.04999999999998
T000319,S08,2025-02-22,Apparel,2.0,Stylehub,South,25.03,53.09,,3.92,99.22,106.18,50.06,56.120000000000005
T002285,S22,2025-04-19,Apparel,3.0,Stylehub,South,31.39,61.38,70.0,5.42,113.6,184.14000000000001,94.17,89.97000000000001
T000413,S04,2025-05-17,Grocery,1.0,Freshfarm,East,8.13,11.6,126.0,2.37,51.64,11.6,8.13,3.469999999999999
T000577,S07,2025-04-27,Grocery,8.0,Freshfarm,North,6.78,9.11,153.0,4.6,120.3,72.88,54.24,18.639999999999993
T001342,S11,2025-01-12,Sports,1.0,Activepro,South,54.54,105.86,35.0,3.59,100.47,105.86,54.54,51.32
T000432,S15,2025-03-13,Sports,2.0,Activepro,East,54.47,108.42,86.0,,137.62,216.84,108.94,107.9
T002782,S25,2025-01-23,Electronics,3.0,Northstar,West,252.35,341.12,22.0,4.22,105.81,1023.36,757.05,266.31000000000006
T002266,S09,2025-03-18,Electronics,6.0,Northstar,East,250.35,322.49,145.0,4.65,116.87,1934.94,1502.1,432.84000000000015
T001341,S25,2025-03-23,Home,5.0,Budgetsource,West,40.79,74.43,25.0,4.43,120.62,372.15000000000003,203.95,168.20000000000005
T002298,S27,2025-04-27,Home,2.0,Budgetsource,West,44.25,79.99,29.0,6.82,249.75,159.98,88.5,71.47999999999999
T002443,S30,2025-03-20,Electronics,8.0,Northstar,West,223.43,300.14,56.0,3.4,91.29,2401.12,1787.44,613.6799999999998
T000312,S14,2025-01-03,Sports,1.0,Activepro,West,58.56,114.55,44.0,5.97,161.04,114.55,58.56,55.989999999999995
T002388,S28,2025-02-12,Home,2.0,Budgetsource,West,30.17,53.31,23.0,1.43,48.48,106.62,60.34,46.28
T000555,S05,2025-01-17,Sports,2.0,Activepro,East,46.49,97.47,102.0,2.95,75.03,194.94,92.98,101.96
T002315,S03,2025-05-20,Home,3.0,Budgetsource,North,46.45,80.4,68.0,5.05,111.37,241.20000000000002,139.35000000000002,101.85
T000822,S27,2025-04-15,Electronics,4.0,Northstar,West,281.81,393.62,12.0,3.11,92.9,1574.48,1127.24,447.24
T002311,S16,2025-02-24,Home,1.0,Budgetsource,South,52.56,100.03,75.0,3.94,106.25,100.03,52.56,47.47
T000984,S01,2025-06-10,Sports,7.0,Activepro,East,44.75,79.84,54.0,6.24,168.25,558.88,313.25,245.63
T000682,S14,2025-04-03,Sports,4.0,Activepro,West,57.93,119.86,5.0,3.55,107.06,479.44,231.72,247.72
T001063,S20,2025-02-21,Grocery,7.0,Freshfarm,South,7.57,11.12,59.0,3.4,74.74,77.83999999999999,52.99,24.849999999999987
T002633,S22,2025-05-03,Grocery,4.0,Freshfarm,South,6.79,10.89,123.0,3.08,66.61,43.56,27.16,16.400000000000002
T002286,S01,2025-03-03,Grocery,1.0,Freshfarm,East,5.96,8.45,111.0,3.81,84.08,8.45,5.96,2.4899999999999993
T001229,S26,2025-05-13,Beauty,5.0,Glowworks,West,17.79,39.59,19.0,4.87,133.05,197.95000000000002,88.94999999999999,109.00000000000003
T000746,S21,2025-01-09,Beauty,3.0,Glowworks,North,18.88,45.34,43.0,2.38,53.81,136.02,56.64,79.38000000000001
T000038,S29,2025-02-10,Apparel,1.0,Stylehub,West,23.73,46.7,,4.71,106.35,46.7,23.73,22.970000000000002
T000815,S11,2025-01-17,Sports,1.0,Activepro,South,65.49,124.35,91.0,3.52,87.24,124.35,65.49,58.86
T000671,S21,2025-02-11,Home,1.0,Budget Source,North,42.59,72.97,79.0,3.9,104.52,72.97,42.59,30.379999999999995
T002324,S17,2025-01-14,Sports,4.0,Activepro,North,,91.36,132.0,4.35,105.69,365.44,,
T002551,S09,2025-03-26,Electronics,3.0,Northstar,East,278.67,367.85,62.0,5.49,124.73,1103.5500000000002,836.01,267.5400000000002
T002905,S27,2025-01-31,Sports,1.0,Activepro,West,55.35,108.79,18.0,,111.88,108.79,55.35,53.440000000000005
T002386,S30,2025-05-29,Sports,3.0,Activepro,West,54.99,109.28,22.0,6.02,130.82,327.84000000000003,164.97,162.87000000000003
T002464,S23,2025-02-28,Apparel,1.0,Stylehub,South,28.0,58.6,76.0,,107.22,58.6,28.0,30.6
T000727,S01,2025-06-26,Beauty,2.0,Glowworks,East,19.03,45.29,91.0,2.92,77.75,90.58,38.06,52.519999999999996
T000987,S13,2025-03-07,Electronic,9.0,Northstar,East,222.41,285.19,152.0,5.34,117.16,2566.71,2001.69,565.02
T001531,S25,2025-02-04,Electronics,2.0,Northstar,West,226.16,314.01,31.0,3.49,96.45,628.02,452.32,175.7
T001746,S23,2025-06-14,Home,7.0,Budgetsource,South,45.1,83.71,138.0,4.75,152.23,585.9699999999999,315.7,270.2699999999999
T002490,S25,2025-04-04,Grocery,2.0,Freshfarm,West,7.68,10.54,46.0,5.5,145.6,21.08,15.36,5.719999999999999
T000100,S23,2025-04-30,Electronic,1.0,Northstar,South,239.4,338.06,100.0,5.4,166.56,338.06,239.4,98.66
T000466,S30,2025-05-10,Home,2.0,Budgetsource,West,49.4,94.38,21.0,4.45,136.88,188.76,98.8,89.96
T001914,S06,2025-06-12,Sports,4.0,Activepro,East,61.0,119.93,39.0,5.22,129.84,479.72,244.0,235.72000000000003
T001092,S18,2025-01-26,Grocery,2.0,Freshfarm,West,8.35,12.61,14.0,3.29,87.12,25.22,16.7,8.52
T001262,S26,2025-05-20,Beauty,2.0,Glowworks,West,16.93,39.56,0.0,,100.94,79.12,33.86,45.260000000000005
T000750,S17,2025-03-29,Home,3.0,Budgetsource,North,42.61,75.58,54.0,4.2,87.46,226.74,127.83,98.91000000000001
T000235,S09,2025-01-15,Grocery,6.0,Freshfarm,East,7.82,13.01,76.0,3.91,112.78,78.06,46.92,31.14
T001876,S24,2025-03-21,Beauty,3.0,Glowworks,West,20.61,47.83,7.0,4.55,143.19,143.49,61.83,81.66000000000001
T000450,S06,2025-04-27,Grocery,5.0,Freshfarm,East,7.75,10.11,39.0,4.71,129.03,50.55,38.75,11.799999999999997
T001982,S13,2025-03-18,Grocery,1.0,Freshfarm,East,8.03,12.31,38.0,4.34,95.04,12.31,8.03,4.280000000000001
T000128,S30,2025-05-30,Grocery,1.0,Freshfarm,West,7.59,11.98,0.0,4.9,151.44,11.98,7.59,4.390000000000001
T000309,S03,2025-05-11,Electronics,5.0,Northstar,North,206.78,285.65,37.0,3.66,82.12,1428.25,1033.9,394.3499999999999
T002213,S11,2025-05-26,Grocery,5.0,Freshfarm,South,6.58,10.13,17.0,3.95,107.16,50.650000000000006,32.9,17.750000000000007
T000886,S22,2025-05-18,Apparel,6.0,Stylehub,South,28.78,63.09,33.0,4.42,143.11,378.54,172.68,205.86
T001007,S28,2025-01-28,Grocery,3.0,Freshfarm,West,9.46,13.53,63.0,5.18,156.01,40.589999999999996,28.380000000000003,12.209999999999994
T000117,S14,2025-02-05,Electronic,3.0,Northstar,West,208.65,298.85,47.0,4.45,110.7,896.5500000000001,625.95,270.6
T001669,S14,2025-03-18,Home,2.0,Budgetsource,West,51.98,94.88,1.0,4.69,125.92,189.76,103.96,85.8
T002785,S30,2025-03-23,Home,2.0,Budgetsource,West,51.91,98.53,63.0,5.13,169.25,197.06,103.82,93.24000000000001
T002349,S11,2025-05-08,Apparel,1.0,Stylehub,South,23.85,51.04,75.0,4.61,117.28,51.04,23.85,27.189999999999998
T002256,S24,2025-02-06,Home,1.0,Budgetsource,West,45.41,88.47,30.0,5.46,174.38,88.47,45.41,43.06
T000428,S06,2025-03-02,Grocery,1.0,Freshfarm,East,8.98,13.66,92.0,5.6,143.05,13.66,8.98,4.68
T001549,S21,2025-04-17,Home,3.0,Budgetsource,North,49.82,91.77,121.0,4.47,119.27,275.31,149.46,125.85
T000314,S17,2025-05-01,Electronics,10.0,Northstar,North,242.79,303.43,115.0,4.53,112.73,3034.3,2427.9,606.4000000000001
T001496,S16,2025-02-07,Electronics,2.0,Northstar,South,219.8,313.11,,3.52,80.29,626.22,439.6,186.62
T002015,S12,2025-03-24,Sports,1.0,Activepro,South,48.75,90.57,42.0,4.59,127.31,90.57,48.75,41.81999999999999
T001572,S22,2025-03-22,Apparel,1.0,Stylehub,South,32.13,69.74,140.0,4.34,117.63,69.74,32.13,37.60999999999999
T002680,S29,2025-01-12,Grocery,2.0,Freshfarm,West,6.59,10.78,45.0,5.08,121.19,21.56,13.18,8.379999999999999
T000412,S01,2025-02-25,Home,2.0,Budgetsource,East,43.56,70.61,29.0,3.93,78.82,141.22,87.12,54.099999999999994
T001844,S09,2025-03-23,Home,,Budgetsource,East,43.37,90.71,27.0,,152.86,,,
T001643,S30,2025-03-19,Sports,2.0,Activepro,West,65.07,126.0,5.0,3.96,123.29,252.0,130.14,121.86000000000001
T001415,S22,2025-02-03,Sports,1.0,Activepro,South,60.31,109.77,155.0,5.11,137.02,109.77,60.31,49.459999999999994
T000198,S02,2025-06-19,Home,1.0,Budgetsource,South,48.43,90.83,96.0,3.66,98.14,90.83,48.43,42.4
T000354,S26,2025-05-07,Sports,2.0,Activepro,West,47.22,96.19,23.0,5.78,190.68,192.38,94.44,97.94
T002105,S07,2025-03-19,Apparel,3.0,Stylehub,North,28.14,52.52,81.0,4.4,125.59,157.56,84.42,73.14
T001449,S05,2025-02-16,Sports,3.0,Activepro,East,53.8,94.04,130.0,4.19,101.11,282.12,161.39999999999998,120.72000000000003
T002065,S08,2025-03-01,Home,2.0,Budgetsource,South,46.94,90.29,17.0,4.12,121.48,180.58,93.88,86.70000000000002
T002824,S13,2025-01-29,Apparel,,Stylehub,East,32.67,66.14,101.0,4.24,100.45,,,
T002865,S21,2025-04-28,Sports,2.0,Activepro,North,54.47,101.2,110.0,5.85,141.88,202.4,108.94,93.46000000000001
T000459,S13,,Apparel,10.0,Stylehub,East,29.16,65.19,83.0,4.83,120.48,651.9,291.6,360.29999999999995
T002328,S17,2025-03-01,Home,2.0,Budgetsource,North,50.91,100.34,60.0,3.86,110.22,200.68,101.82,98.86000000000001
T002479,S25,2025-04-02,Grocery,3.0,Freshfarm,West,7.04,11.17,2.0,3.22,103.38,33.51,21.12,12.389999999999997
T002528,S17,2025-02-21,Sports,2.0,Activepro,North,56.29,111.69,37.0,5.11,99.03,223.38,112.58,110.8
T002885,S16,2025-03-18,Apparel,2.0,Stylehub,South,30.27,61.73,135.0,5.36,126.38,123.46,60.54,62.919999999999995
T001401,S21,2025-04-28,Grocery,5.0,Freshfarm,North,8.15,14.21,143.0,3.84,112.17,71.05000000000001,40.75,30.30000000000001
T001014,S05,2025-03-06,Electronics,4.0,Northstar,East,237.27,291.71,24.0,4.06,119.23,1166.84,949.08,217.75999999999988
T000650,S03,2025-04-23,Apparel,1.0,Stylehub,North,22.16,45.31,113.0,2.95,80.17,45.31,22.16,23.150000000000002
T002770,S04,2025-03-31,Home,2.0,Budgetsource,East,39.19,66.57,27.0,6.5,146.11,133.14,78.38,54.75999999999999
T001349,S23,2025-06-02,Grocery,1.0,Freshfarm,South,8.3,13.83,135.0,3.76,102.73,13.83,8.3,5.529999999999999
T001800,S10,2025-06-11,Apparel,7.0,Stylehub,South,28.41,63.45,121.0,5.03,129.87,444.15000000000003,198.87,245.28000000000003
T000496,S12,2025-06-03,Grocery,2.0,Freshfarm,South,7.53,10.58,93.0,5.33,107.53,21.16,15.06,6.1
T002205,S19,2025-05-28,Electronics,1.0,Northstar,South,235.65,310.77,107.0,5.23,103.55,310.77,235.65,75.11999999999998
T000985,S18,2025-05-29,Apparel,7.0,Stylehub,West,28.03,57.79,37.0,,181.48,404.53,196.21,208.31999999999996
T000593,S27,2025-04-22,Electronics,2.0,Northstar,West,275.66,369.26,33.0,5.19,161.24,738.52,551.32,187.19999999999993
T002066,S08,2025-04-04,Grocery,2.0,Freshfarm,South,6.95,12.36,92.0,5.14,138.95,24.72,13.9,10.819999999999999
T001276,S16,2025-03-09,Electronics,1.0,Northstar,South,207.89,272.64,33.0,3.74,88.6,272.64,207.89,64.75
T000820,S17,2025-04-04,Grocery,2.0,Freshfarm,North,8.44,11.77,25.0,4.04,116.06,23.54,16.88,6.66
T000313,S29,2025-04-03,Electronics,2.0,Northstar,West,258.72,369.52,37.0,5.27,183.16,739.04,517.44,221.5999999999999
T001389,S03,2025-04-12,Electronics,2.0,Northstar,North,279.81,373.66,58.0,4.39,111.09,747.32,559.62,187.70000000000005
T001327,S29,2025-05-08,Apparel,2.0,Stylehub,West,30.15,61.0,1.0,5.06,140.89,122.0,60.3,61.7
T001812,S28,2025-06-06,Electronics,,Northstar,West,255.07,327.56,1.0,3.75,83.02,,,
T002807,S13,2025-05-02,Electronics,1.0,Northstar,East,265.2,338.13,142.0,3.96,94.73,338.13,265.2,72.93
T001655,S09,2025-05-10,Cosmetics,4.0,Glowworks,East,16.97,38.0,126.0,3.97,88.49,152.0,67.88,84.12
T002803,S29,2025-05-09,Clothing,1.0,Stylehub,West,32.05,65.94,41.0,5.8,180.88,65.94,32.05,33.89
T000217,S04,2025-01-02,Apparel,7.0,Stylehub,East,30.64,61.82,102.0,3.35,99.86,432.74,214.48000000000002,218.26
T001019,S20,2025-01-08,Apparel,4.0,Stylehub,South,26.03,58.42,39.0,4.49,119.33,233.68,104.12,129.56
T000654,S05,2025-01-07,Home,1.0,Budgetsource,East,43.13,81.41,129.0,4.19,90.31,81.41,43.13,38.279999999999994
T001257,S28,2025-02-12,Grocery,4.0,Freshfarm,West,7.67,10.87,21.0,3.65,110.96,43.48,30.68,12.799999999999997
T001440,S08,2025-05-14,Beauty,1.0,Glowworks,South,15.03,35.91,70.0,2.74,76.31,35.91,15.03,20.879999999999995
T002915,S04,2025-01-17,Electronics,1.0,Northstar,East,196.4,295.5,62.0,4.34,110.3,295.5,196.4,99.1
T002414,S12,2025-05-21,Electronics,3.0,North-Star,South,238.78,323.11,122.0,5.64,140.82,969.33,716.34,252.99
T002316,S13,2025-01-18,Groceries,2.0,Freshfarm,East,7.13,11.95,,4.16,101.19,23.9,14.26,9.639999999999999
T002367,S18,2025-01-27,Food,2.0,Freshfarm,West,7.4,11.66,43.0,4.32,126.4,23.32,14.8,8.52
T002800,S28,2025-06-03,Electronics,2.0,Northstar,West,320.55,384.55,22.0,4.62,139.22,769.1,641.1,128.0
T001929,S06,2025-04-19,Sports,1.0,Active Pro,East,54.13,109.51,59.0,4.41,100.08,109.51,54.13,55.38
T000311,S06,2025-04-06,Home,2.0,Budgetsource,East,47.9,85.53,30.0,4.59,121.63,171.06,95.8,75.26
T001815,S20,2025-05-04,Sports,3.0,Active Pro,South,49.87,103.38,157.0,4.36,101.8,310.14,149.60999999999999,160.53
T001629,S04,,Grocery,8.0,Freshfarm,East,8.85,13.28,125.0,5.5,138.79,106.24,70.8,35.44
T002854,S29,2025-02-18,Grocery,3.0,Freshfarm,West,7.78,12.84,21.0,4.39,124.33,38.519999999999996,23.34,15.179999999999996
T000779,S29,2025-06-27,Electronics,2.0,Northstar,West,,424.67,50.0,3.8,108.95,849.34,,
T000155,S21,2025-03-18,Electronics,1.0,Northstar,North,233.92,314.82,99.0,5.12,164.02,314.82,233.92,80.9
T002520,S21,2025-05-20,Apparel,1.0,Stylehub,North,32.84,68.09,92.0,4.76,128.25,68.09,32.84,35.25
T000660,S01,2025-03-16,Sports,2.0,Activepro,East,57.46,112.97,143.0,4.89,99.53,225.94,114.92,111.02
T001209,S19,2025-04-29,Home,3.0,Budgetsource,South,40.8,70.46,118.0,4.45,110.88,211.38,122.39999999999999,88.98
T001390,S02,2025-06-01,Apparel,6.0,Stylehub,South,24.4,52.33,145.0,4.13,100.72,313.98,146.39999999999998,167.58000000000004
T000778,S20,2025-06-27,Home,1.0,Budgetsource,South,47.08,95.52,30.0,4.45,109.67,95.52,47.08,48.44
T002687,S15,2025-04-28,Sports,2.0,Activepro,East,51.62,93.39,31.0,4.4,121.99,186.78,103.24,83.54
T001129,S13,2025-05-19,Grocery,2.0,Freshfarm,East,5.82,9.15,150.0,5.56,142.19,18.3,11.64,6.66
T001919,S11,2025-03-04,Electronics,6.0,Northstar,South,256.49,388.13,101.0,4.74,106.8,2328.7799999999997,1538.94,789.8399999999997
T002325,S07,,Grocery,2.0,Freshfarm,North,8.97,14.46,50.0,3.71,82.82,28.92,17.94,10.98
T001958,S30,2025-04-19,Home,2.0,Budgetsource,West,45.86,85.34,,2.38,79.3,170.68,91.72,78.96000000000001
T001824,S04,2025-02-23,Electronics,1.0,Northstar,East,203.59,267.97,56.0,4.83,105.17,267.97,203.59,64.38000000000002
T000194,S13,2025-04-20,Grocery,3.0,Freshfarm,East,9.13,12.14,49.0,5.86,148.39,36.42,27.39,9.030000000000001
T002647,S19,2025-01-18,Grocery,1.0,Freshfarm,South,10.31,16.29,20.0,3.34,62.91,16.29,10.31,5.979999999999999
T001899,S13,2025-03-08,Electronics,0.0,Northstar,East,225.15,293.78,51.0,5.4,154.74,0.0,0.0,0.0
T000990,S29,2025-02-17,Electronics,2.0,Northstar,West,,240.73,4.0,4.77,159.1,481.46,,
T001918,S21,2025-01-16,Beauty,2.0,Glowworks,North,18.43,40.69,37.0,3.36,90.21,81.38,36.86,44.519999999999996
T000056,S11,2025-01-05,Home,4.0,Budgetsource,South,50.68,89.03,17.0,4.05,114.48,356.12,202.72,153.4
T002977,S12,2025-04-06,Grocery,3.0,Freshfarm,South,7.07,10.27,36.0,4.6,108.64,30.81,21.21,9.599999999999998
T000448,S30,2025-02-21,Apparel,3.0,Stylehub,West,31.31,51.83,9.0,4.37,130.9,155.49,93.92999999999999,61.56000000000002
T002362,S15,2025-05-03,Home,1.0,Budgetsource,East,43.14,83.34,98.0,4.38,108.4,83.34,43.14,40.2
T002786,S18,2025-03-10,Beauty,4.0,Glowworks,West,20.55,47.84,8.0,6.33,186.04,191.36,82.2,109.16000000000001
T002697,S03,2025-03-06,Grocery,2.0,Freshfarm,North,7.35,12.95,17.0,4.48,126.8,25.9,14.7,11.2
T001926,S03,2025-02-24,Home,1.0,Budgetsource,North,41.73,77.83,136.0,5.75,157.35,77.83,41.73,36.1
T001590,S04,2025-02-10,Sports,1.0,Activepro,East,57.83,102.42,13.0,6.34,155.31,102.42,57.83,44.59
T002513,S07,2025-04-15,Electronics,2.0,Northstar,North,283.26,370.45,82.0,4.44,119.27,740.9,566.52,174.38
T000668,S22,2025-04-21,Home,1.0,Budgetsource,South,41.36,69.32,59.0,4.09,95.55,69.32,41.36,27.959999999999994
T002725,S15,2025-06-21,Sports,1.0,Activepro,East,60.62,127.93,111.0,3.62,81.95,127.93,60.62,67.31
T002767,S20,2025-05-16,Home,3.0,Budgetsource,South,34.14,59.91,60.0,5.02,123.85,179.73,102.42,77.30999999999999
T001977,S20,2025-01-05,Grocery,1.0,Freshfarm,South,7.23,11.71,131.0,4.35,114.64,11.71,7.23,4.48
T001180,S29,2025-05-23,Electronics,1.0,Northstar,West,210.82,265.65,43.0,3.1,101.51,265.65,210.82,54.829999999999984
T001845,S07,2025-05-11,Electronics,1.0,Northstar,North,254.55,370.51,138.0,5.11,136.5,370.51,254.55,115.95999999999998
T000360,S14,2025-05-23,Apparel,1.0,Stylehub,West,33.04,70.28,16.0,4.73,136.72,70.28,33.04,37.24
T001464,S21,2025-03-10,Sports,1.0,Activepro,North,58.63,107.95,80.0,4.69,117.48,107.95,58.63,49.32
T000731,S06,2025-01-19,Electronics,3.0,North Star,East,230.18,338.71,12.0,3.76,91.13,1016.1299999999999,690.54,325.5899999999999
T002111,S11,2025-06-04,Electronics,3.0,Northstar,South,223.62,301.78,31.0,5.26,137.95,905.3399999999999,670.86,234.4799999999999
T000599,S02,2025-01-04,Electronics,1.0,Northstar,South,217.09,270.97,124.0,,64.93,270.97,217.09,53.880000000000024
T002090,S25,2025-05-07,Grocery,2.0,Freshfarm,West,8.1,13.68,18.0,5.01,146.69,27.36,16.2,11.16
T000902,S21,2025-05-03,Electronic,4.0,Northstar,North,305.7,421.24,139.0,5.01,155.5,1684.96,1222.8,462.1600000000001
T001675,S24,2025-01-08,Electronics,2.0,Northstar,West,191.41,245.27,38.0,2.91,73.02,490.54,382.82,107.72000000000003
T002609,S12,2025-06-09,Grocery,2.0,Freshfarm,South,7.39,10.85,86.0,4.41,137.27,21.7,14.78,6.92
T002463,S17,2025-06-08,Beauty,1.0,Glowworks,North,15.63,38.5,147.0,5.08,122.37,38.5,15.63,22.869999999999997
T000854,S18,2025-02-21,Electronics,3.0,Northstar,West,225.2,305.7,64.0,3.54,89.84,917.0999999999999,675.5999999999999,241.5
T002739,S11,2025-04-30,Sporting Goods,1.0,Activepro,South,54.41,111.54,103.0,5.42,119.52,111.54,54.41,57.13000000000001
T001393,S06,2025-01-24,Beauty,1.0,Glowworks,East,15.26,33.81,40.0,4.01,105.64,33.81,15.26,18.550000000000004
T002240,S18,2025-06-11,Home,6.0,Budgetsource,West,43.11,88.11,42.0,4.58,102.88,528.66,258.65999999999997,270.0
T001279,S06,2025-05-04,Sports,5.0,Activepro,East,53.08,98.42,127.0,6.8,169.92,492.1,265.4,226.70000000000005
T002613,S01,2025-06-10,Sports,8.0,Activepro,East,55.14,114.6,130.0,5.55,125.0,916.8,441.12,475.67999999999995
T002529,S23,2025-04-07,Sports,2.0,Activepro,South,46.78,86.54,120.0,5.52,131.88,173.08,93.56,79.52000000000001
T001204,S12,2025-04-19,Grocery,5.0,Freshfarm,South,8.62,12.34,133.0,3.91,91.97,61.7,43.099999999999994,18.60000000000001
T000572,S03,2025-03-13,Electronic,2.0,Northstar,North,251.26,333.18,138.0,3.73,89.04,666.36,502.52,163.84000000000003
T001657,S07,2025-03-19,Apparel,3.0,Stylehub,North,26.52,59.0,77.0,3.56,75.72,177.0,79.56,97.44
T001578,S29,2025-06-28,Home,2.0,Budgetsource,West,35.31,67.45,38.0,4.31,133.54,134.9,70.62,64.28
T002813,S07,2025-01-05,Home,2.0,Budgetsource,North,52.88,97.98,73.0,4.24,105.23,195.96,105.76,90.2
T001959,S21,2025-02-11,Beauty,1.0,Glowworks,North,19.99,46.41,137.0,4.81,137.18,46.41,19.99,26.419999999999998
T001017,S12,,Grocery,1.0,Freshfarm,South,9.04,12.45,91.0,4.47,101.62,12.45,9.04,3.41
T001832,S07,2025-05-10,Electronics,4.0,Northstar,North,204.52,268.51,76.0,4.86,113.66,1074.04,818.08,255.95999999999992
T002580,S19,2025-01-21,Beauty,6.0,Glowworks,South,17.38,41.36,87.0,3.55,93.93,248.16,104.28,143.88
T001002,S26,2025-03-11,Apparel,6.0,Stylehub,West,28.25,62.18,1.0,6.16,172.82,373.08,169.5,203.57999999999998
T002549,S05,2025-05-02,Electronics,3.0,Northstar,East,279.13,367.4,67.0,3.23,82.58,1102.1999999999998,837.39,264.80999999999983
T001937,S15,2025-04-29,Grocery,4.0,Freshfarm,East,7.99,11.61,45.0,3.31,75.35,46.44,31.96,14.479999999999997
